2308 vloume (thousand),2360,3665,1536,1503,4721,2371,1537,1723,6509,8183,1533,2308 foreign investment (m),2308 investment credit (m),2308 dealer (m),MA20,MA60,MACD,RSI,slowk,slowd,taiwan_index,SP500
1842595,0.011494446,0.006756421,0.021324764,0.011999045,0.04524878,0.001531394,0,-0.044897604,0.00737861,0.02171155,-0.015856863,-25.7,22.98,1.18,254.72205,271.4613317,-6.344681574,37.93596394,16.38884007,24.04867666,-0.009808767,0.011277952
1589245,0.011363825,0,-0.027472158,-0.013833582,-0.073592667,-0.021406728,-0.007220291,-0.0384613,-0.056776212,-0.054999553,-0.071963769,-361.34,22.32,1.92,253.33026,270.54786,-6.546380664,35.00308728,15.64330801,18.07629753,0.003193496,0.003451156
1839491,0.002808448,0.09843422,-0.018079307,-0.002004537,-0.004672983,0.0109375,0,-0.00888965,0.005825592,-0.042329645,-0.050926938,-627.36,26.43,1.31,252.011725,269.8197,-7.253111511,30.00639806,23.97687598,18.66967468,-0.004106131,-0.00351683
2309186,0.01400584,-0.004073538,0.025315876,0.004017127,0.061033019,0.034003091,0,-0.017936911,0.030887885,0.04143669,0.03902543,-200.41,35.28,36.15,250.595515,269.011455,-7.334594522,36.14198485,34.04616207,24.55544869,0.019563037,0.00116497
1447801,0.049724012,0.012270177,-0.011223198,-0.00300079,-0.035398878,0.016442451,0,0.045662247,0.014982168,-0.013261765,-0.009390502,-150.61,-30.32,-17.51,249.472315,268.1484167,-7.353810049,35.8039528,57.02292104,38.34865303,-0.00439336,-0.003262236
983206,0,0.028282676,0.014755996,0.019056014,0.068807696,-0.002941176,0,0.021834128,0.011068864,0.04300966,0.026066892,93.68,-19.13,47.98,248.49562,267.062135,-6.973407284,40.59059834,68.48122104,53.18343472,-0.0106722,-0.007538939
1048757,-0.021052979,0.003929484,-0.011185534,0.001969026,0.017167702,-0.004424779,0.007272802,0.021367586,0.005474781,0.007733581,0.009236375,90.18,2,-4.76,247.39684,265.9588483,-6.440075121,42.88377323,73.68969436,66.39794548,-0.006976318,-0.015837177
1191750,-0.010752307,-0.027397515,0.012443734,-0.019645503,0.021096561,-0.002962963,-0.007220291,-0.008368052,0.02903798,-0.016624018,-0.016018028,-171.91,2.75,-2.3,246.298055,264.8634083,-6.221523994,39.97576793,65.62520664,69.26537401,0.002403354,0.015164501
1027513,-0.002717436,0.018108588,0.002234378,0.002004537,-0.016528382,0.028231798,0.003636019,-0.012658438,-0.014108378,-0.013005723,-0.026743379,-15.28,12.11,4.07,244.930685,263.7727667,-6.018354604,39.56297843,37.50013332,58.93834477,0.024037546,0.008206865
2342473,-0.027248407,-0.025691655,0.003344664,-0.00300079,-0.029412301,-0.001445087,0,0.004272986,-0.02146817,-0.001316902,-0.007169698,-938,-43.3,1.38,243.78307,262.7960717,-6.647630386,31.78721319,26.5765666,43.23396885,-0.004512791,0.002016661
2319678,0.019608176,0.070994175,0.00999941,0.011031886,0.082250838,0.03617945,0,0.021276671,0.032906864,0.029023533,0.021662003,-66.24,-16.52,2.58,243.367975,261.87635,-6.714289983,37.22295297,34.30016008,32.79228667,0.011685401,0.010147728
2890671,-0.010989194,-0.020833472,-0.014301468,0,-0.015999477,-0.015363128,0.003623608,0,0,0.008975367,0.098940456,-356.04,910.04,-13.08,243.31914,261.1601067,-5.949826818,46.85190348,63.99710947,41.62461205,-0.000760325,0.002364114
2890676,0.033333314,0.003868679,0.018973879,0.019842453,0.016259623,-0.026950355,-0.003610525,0.004167026,0.079647162,0.036846958,0.099678401,-635.85,879.38,39.22,243.24589,260.3543333,-4.542910928,54.38644271,78.32964506,58.8756382,0.000100072,-0.004696725
2439247,-0.016128742,0.023121034,0.005476377,0.007782156,0.036000685,-0.013119534,0,-0.004149734,0.006556077,-0.00612707,0.09161675,-747.21,10.27,14.18,243.392395,259.6055333,-3.739461601,50.71862734,76.36356641,72.89677365,-4.55904E-05,-0.00018403
1526079,0,-0.028248359,-0.006536304,0.003860037,-0.015444299,0.025110783,0.007246454,0.012500216,-0.017914714,0.012332206,0.005358072,-184.69,-12.58,-22.79,243.026135,258.8241783,-3.184237638,49.51974004,49.99996742,68.23105963,0.000325661,0.004203924
2170730,-0.016393714,0.007751953,-0.004385459,-0.007692369,0.015686567,-0.0129683,0.014388641,-0.020576198,0.023216927,0.012179486,-0.019538585,-617.81,-33.39,-3.78,242.171525,258.018405,-3.414158035,42.95862815,28.13841463,51.50064949,0.008292767,-0.005406017
1354834,-0.030555489,0.019230609,0.012113697,0,0.096524474,-0.00729927,0.014184545,0.063025419,0.098866411,0.016846595,0.099637922,-308.22,-13.58,0.1,241.512255,257.2533267,-3.672261389,41.96070958,12.38082179,30.17306795,0.002360526,-0.00185427
1613179,0.042980065,0.015094372,0.03046884,0.007752,0.014084774,-0.017647059,0,-0.039525815,0.002950027,0.013018868,-0.042833281,4.89,13.2,-13.02,241.121575,256.5615,-3.676803203,43.83409052,15.91015744,18.80979795,-0.001928016,0.008214975
1342121,-0.005494597,-0.020446236,-0.004224453,0.003847174,0.034722152,0.038922156,-0.006993079,0.012345889,0.070587861,0.099297487,0.024095927,96.09,-41.32,4.36,241.316915,255.9999,-3.638460713,43.83409052,43.01655517,23.76917813,-0.003181621,-0.004627924
2266625,0.019336763,-0.015179909,0,0,0.040268517,0,0.003520793,-0.028455202,0.001373708,0.030818957,-0.006723288,544.64,-1.26,15.37,240.975075,255.308075,-2.943649238,51.14896869,46.60645755,35.17772339,0.00475823,0.00600089
2462073,-0.018969946,-0.011560914,-0.006363021,0,0.099999867,-0.008645533,-0.01052606,0.033472209,0.098765641,0.029897546,0.021996463,-369.46,-2.7,16.89,241.439005,254.8360067,-2.950081852,45.20503317,69.26756987,52.96352753,-0.000132996,0.001675284
2939957,0.041436581,0.040935658,0.01707599,0.003830458,0.041055884,-0.020348837,0,0.016194892,-0.001248513,0.031030687,-0.003310724,698.34,81.11,10.93,242.02502,254.2662667,-1.947589093,54.66168144,58.82776916,58.23393219,0.003292517,-0.000939926
2753456,-0.002652564,-0.018726438,0.014690902,-0.009540587,-0.053520959,-0.004451039,-0.007092273,-0.03187277,-0.100000772,-0.048544576,-0.051495025,-771.37,383.04,32.67,242.12269,253.6476933,-1.56849318,50.5294528,55.02291234,61.03941712,-0.002528887,0.000992701
2310258,0.005319238,0.015267206,0,0.001925308,0.044642451,0.001490313,-0.007142932,-0.004114728,-0.027778016,-0.034692124,-0.017513819,-820.29,31.12,13.14,242.562205,253.1919033,-1.643165122,47.04754411,45.03929515,52.96332555,0.01276666,0.002468023
2032085,0,0,0.017579696,0.001923587,-0.06837559,0.010416667,0.003597538,-0.016529484,-0.031427526,0.008454819,0,497.87,-6.84,2.58,243.221475,252.9314517,-1.176510203,51.70656236,57.47328635,52.51183128,0.006845157,0.002954336
2800741,0,0.018796835,-0.008130183,0.001919894,0.015290168,0.00736377,-0.003584642,-0.01680643,-0.002950027,-0.022010773,0.001782244,1145.46,-8.65,38.32,243.66099,252.5977483,-0.135230022,57.03079125,76.02169954,59.51142701,0.007238463,0.001605079
1772270,0,-0.016605106,-0.019466542,0.005746673,-0.048192426,0.011695906,0,-0.017093714,-0.008876266,-0.011790918,-0.016013446,-459.83,-12.72,-11.26,244.58885,252.4268267,0.48734938,55.10649953,89.81485168,74.43661252,0.001042679,0.002609669
1882515,-0.005291093,-0.016885491,0.002089622,0.005713838,0.012657805,-0.002890173,0,0.017390991,0.020895238,-0.002168173,0.003616052,354.84,-13.7,7.2,245.492295,252.2803233,1.476004474,58.98176931,86.53849548,84.12501557,-0.006100919,-0.007049642
1692742,0.013298094,-0.007633603,-0.016684248,0.003788883,0.018750351,-0.050724638,0,-0.008546857,-0.026315869,0.013041749,0.099099425,223.66,-2.65,-45.85,246.63991,251.9547583,2.155857843,58.1501132,72.64947492,83.00094069,0.003759342,-0.010748458
1178723,-0.013123576,-0.009615305,0.007422803,0.009434512,0.030674777,0,-0.003596782,0.004309821,0.021022288,-0.017165867,0,-596.22,-2.59,-3.57,247.66544,251.93848,2.196457973,53.29449765,51.43735371,70.20844137,0.00664112,0.001256741
982134,0.002659619,0,-0.011578153,-0.005608954,-0.023809963,-0.010687023,0,0,-0.0058827,0.012007516,-0.026228568,27.14,-8.87,14.87,248.178205,251.8245317,2.359063111,54.65374527,28.4952456,50.86069141,0.00332644,0.008141541
1184058,0.010610256,0.007767005,0.002129679,0,0.036585427,-0.023148148,0,0,0.028106655,0.098166111,0.003366457,-287.56,-40.82,23.27,248.0317,251.6129133,2.381662999,53.81050318,19.94832132,33.29364021,0.00400777,0.008526072
1716534,-0.00524943,0.001926687,-0.007438578,0.005640592,-0.017646783,0.044233807,0,0,-0.018706144,0.047151115,-0.028523931,-470.02,-3.07,15.84,248.37354,251.588495,2.060574444,50.457002,33.75295085,27.39883926,0.004353176,0.001493457
1838702,0,0.007692323,0.011776484,0.001867728,0.005988135,0.052950076,0.003609766,-0.012874869,0.016130006,0.024390244,0.001726837,271.18,-108.78,161.83,248.715385,251.4257117,2.214046665,54.64264753,48.86035673,34.18720963,-0.001292502,0.002220127
1574629,-0.01319283,-0.019084204,-0.005290937,0.00932891,0.017856857,0.040229885,0,0,0.06349138,0,0.017242066,-131.04,-63.96,-0.87,249.545575,251.3117633,2.192191036,53.31961762,70.3704125,50.99457336,-0.000828923,-0.005844949
942867,-0.029411699,-0.013618406,0,0,-0.026315678,0.07320442,-0.003596782,-0.004348198,-0.009497139,0.014652591,-0.010169549,101.27,-20.77,-18.01,250.35135,251.010615,2.227998836,54.11723707,61.11123751,60.11400225,-0.00771869,0.008827918
601630,0.019283493,0.019723701,0.009574995,0.011089701,-0.02702691,-0.009009009,0,0.030567599,-0.036987081,0.099277212,0.011986083,-157.99,-7.77,5.81,250.864115,250.6606317,2.0748363,52.19628895,42.59250832,58.02471945,-0.00133589,0.004306588
1233097,-0.005404932,0,-0.016860054,-0.001826757,0.006172954,-0.019480519,0,-0.021186508,-0.008533899,0.044335885,-0.018612915,-295.04,-20.15,-0.29,251.425715,250.2862317,1.619538742,48.48914676,22.43994223,42.04789602,0.00066147,-0.001349146
828036,-0.010869744,0.01547392,-0.011790205,0.010988141,-0.006135082,-0.00397351,0,0.004329377,-0.014348049,0.012579101,-0.010344893,-51.97,5.38,8.99,251.74314,249.9525267,1.322281239,49.45563605,23.55117468,29.52787508,-0.016132148,0.000311762
1170740,0.016483217,-0.019047462,-0.008676898,0.003624148,0,-0.02393617,0,-0.004310714,0.002911383,-0.013976481,0.00522739,25.64,4.92,-12.09,252.08498,249.6513783,1.308058624,52.34443841,21.69949137,22.56353609,-0.002377746,0.002842561
1705657,0,-0.005825354,-0.004375864,-0.019857118,-0.033950607,-0.029972752,-0.003610525,-0.017315715,-0.033382213,0.015748652,-0.017331699,-420.34,6.05,11.45,251.88964,249.3502317,0.736615166,45.77094222,27.1114072,24.12069108,0.005751932,-0.000335027
809135,-0.010810429,-0.011718975,-0.010988863,-0.009206756,0.02236397,-0.016853933,-0.003622846,-0.004405664,0.006006368,-0.054263296,-0.010582076,195.96,6.64,16.04,252.08498,249.1467533,0.397382654,47.29830833,25.3335736,24.71482406,0.009079193,-0.003395488
2981403,0.013660857,0.021739281,0.024443885,-0.016729215,-0.009375176,0.017142857,0,0.017699723,-0.002985253,0.024590274,0.028521275,234.5,7.94,-12.62,252.62216,248.9188583,0.321853106,49.83418808,46.6669943,33.03732503,0.007897764,-0.001318575
755944,-0.008085827,-0.01353978,0.003253975,0.020793616,0.009463901,-0.015449438,0.007272802,-0.008696396,-0.013472323,0.099198906,-0.001732822,10.84,-3.35,18.74,253.012835,248.7235183,0.414836473,51.83108006,69.27778847,47.09278546,-0.001565032,-0.0046056
1547318,-0.016304616,-0.019607685,-0.01729751,-0.016665364,-0.065624937,-0.029957204,-0.003610525,-0.008771778,-0.021244009,0.010190374,-0.026042675,166.58,-19.09,-9.19,252.988415,248.560735,0.755652086,55.19243555,79.71448021,65.21975433,-0.000504601,-0.007722644
1391349,0.005524954,0.001999901,0.002199967,0.001881798,0.013378176,0.017647059,0.003623608,0.017699723,0.017053675,0.004322196,0.00891301,-76.1,13.08,-11.55,253.061665,248.4060917,1.014061445,55.19243555,79.43380453,76.1420244,0.006145902,0.00227651
1162360,0.032967008,-0.007984049,-0.006585413,-0.013157513,0.023102054,-0.01300578,0,-0.004348198,0.004573443,0.035868666,0.01943504,-127.11,14.62,0.19,252.91516,248.3002833,1.166009958,54.56166937,73.41542821,77.52123765,0.001994727,-0.005746599
962489,-0.013298094,0.020120976,0.004419378,0.007619104,-0.029032133,0.008784773,0.003609766,0.00873347,-0.015175407,-0.044321608,-0.017331699,93.63,-3.42,-2.35,252.71982,248.1700567,1.427596856,56.69386667,63.64533762,72.16485679,0.004581543,0.008473909
1101073,-0.005390927,0,0.002199967,0.024575335,0.009966962,-0.015965167,-0.007194321,0,0.015409249,-0.021739227,0.005291924,-33.41,-33.41,9.14,253.20817,248.2595883,1.460448165,53.96667677,75.92592593,70.99556392,-0.004904511,-0.001548865
2037060,-0.016259872,0.007889562,-0.006585413,-0.01291474,0.013157456,-0.030973451,0.007246454,0.004329377,0.02427909,-0.008889232,0.036841419,984.81,-0.68,13.36,253.696515,248.381675,2.092850209,61.86820696,78.73558349,72.76894901,-0.003290651,-0.00911314
2052194,0.002754867,-0.009785057,0.004419378,0.011214062,-0.019480214,-0.073059361,-0.003596782,-0.004310714,-0.01925888,0.008968959,-0.033840582,285.09,87.8,6.63,254.184865,248.577015,2.720290555,63.55246822,85.05750373,79.90633771,-0.009468358,-0.016977255
1572674,0.021977814,-0.021738874,-0.001099422,-0.003697835,0.019867232,0.034482759,0.003609766,0.004329377,0.033231483,-0.028148478,-0.00700588,-76.41,22.41,1.16,254.81972,248.72352,3.102968995,62.07615173,71.47733172,78.42347298,0.003450692,-0.000814644
1439172,-0.016128742,-0.010100926,-0.006608289,-0.024117502,-0.032467471,0.012698413,-0.007194321,-0.01293125,-0.030700593,-0.035061562,-0.017635612,-41.16,275.57,-16.29,255.11273,248.91072,3.289513426,60.56095538,56.63063712,71.05515752,0.007114343,0.009521885
1152457,0,-0.014285847,0,-0.003803286,0.026845447,-0.015673981,0,0,0.003015217,0.037916192,0.001795041,-255.73,16.59,-6.95,255.40574,249.1711733,3.281305064,58.2635795,37.15084105,55.08626996,0.001509636,0.012134752
1527931,0.005464571,0.006211299,-0.001109085,0.011451454,-0.00326736,0.00477707,0,0.004367187,0.0030077,-0.006088512,0.017920043,-273.71,-20.68,0.49,255.79642,249.4560433,3.120614124,55.9769105,33.27077299,42.35075039,-0.008054977,0.001461009
1847498,0.016304048,-0.004115446,0.002220634,0.009434512,-0.019672491,0.011093502,0.007246454,0,-0.019489885,-0.033690385,0,242.37,-10.49,2.68,256.040595,249.5211567,3.192894281,59.40832087,21.23392555,30.55184653,0.006800569,-0.002776356
872849,-0.005347683,0.014462947,-0.004430296,0.005607031,0.033444749,0.007836991,0,0,0.019877291,-0.001585656,0.001762049,-359.83,-1.65,-42.24,256.57778,249.6513833,2.823570822,52.11701808,26.98458358,27.16309404,0.002111385,-0.020364114
629902,0.010752869,0.010183215,0.018910559,0.005575767,0.045307623,-0.01244168,-0.007194321,0.008695496,0.062969219,0,0.007028735,88.05,5.9,2.06,257.04171,249.863,2.657864171,54.52143241,18.51889772,22.24580229,0.006721891,0.001569166
431532,0.037234108,0.012096591,-0.006550574,-0.012938619,-0.012384131,0,0,0.004309821,-0.021156366,0.007936006,0.00698143,-83.63,-14.43,-2.12,257.578895,250.2129833,2.458787289,53.79410168,50.0001896,31.83455697,0.000834696,-0.011909732
1037334,0.056410122,0.005976212,-0.001099335,0.001873154,0.003134855,-0.003149606,0,0.004292216,0.008644563,0.015748652,0.020797342,-4.32,-20.18,12.66,258.48234,250.5141317,2.62540925,59.08398052,66.66666667,45.061918,0.004860358,0.011493799
585437,-0.00485445,0.005940709,-0.001099422,0,-0.015624647,-0.001579779,0,0.004272986,-0.009999133,0.099225489,0,152.02,-23.72,-7.74,259.556705,250.9617833,2.764987034,59.63685441,89.81481481,68.82722369,0.008192725,-0.012988146
1273623,0.012195327,0.005905625,-0.002203512,0.011214062,-0.009523985,0.022151899,-0.003622846,0,-0.017315561,-0.078984619,0.039049731,581.86,-3.27,39.51,260.606655,251.5722183,3.232399976,64.76475035,87.25071225,81.24406458,0.002828518,0.010524456
1069831,-0.009638714,-0.001957254,0.00441563,-0.005544851,-0.009615563,-0.001547988,0,0.008511373,-0.007342577,-0.015314523,-0.035948437,-146.8,-19.98,-4.46,261.58335,252.1094,3.71759701,66.5930034,89.89618007,88.98723571,-0.001613303,0.004102887
1022209,-0.009732523,0.013725622,-0.004396218,0.007434994,0.022654146,0.004651163,0.010908821,0,0.017751011,-0.007775558,0,13.9,-21.64,1.1,262.24262,252.6058867,4.094324065,67.05320942,76.00712054,84.38467095,0.002836075,0.008298289
641423,-0.017198795,0.0096711,0.007727071,-0.005536516,-0.003164615,0.00617284,-0.003596782,0.016877335,-0.002907151,-0.010971408,-0.006780267,-24.75,-40.85,3.51,263.243735,253.1512083,4.109081455,61.57197534,77.12208967,81.00846343,0.014002893,-0.001909195
1683590,-0.005000084,0.009578466,-0.007667822,-0.003709651,-0.012698646,0.006134969,0,-0.012448343,-0.008745381,-0.033280964,0.013653106,175.12,10.43,13.54,265.001785,253.9081467,4.619210106,68.12035343,80.43474745,77.85465255,-0.001424458,-0.006870309
4680818,0,0.00569271,0.002208379,-0.009311533,0.012861976,-0.012195122,0,-0.008403215,0.007351862,0.00163857,0.072390658,1068.61,198.1,108.41,266.34474,254.61625,6.134935857,77.1183818,82.90406326,80.15363346,-0.007137313,-0.002419065
3020096,0,-0.011320584,0.007708921,-0.00375846,-0.025397292,-0.018518519,-0.003610525,-0.004237653,-0.020437682,-0.006546902,0.098900804,-120.56,3.78,27.6,267.80978,255.3406317,6.74612343,68.14284473,70.77289827,78.03723633,-0.010788375,0.003024842
2128418,-0.002512605,-0.036259712,0,-0.001887291,-0.006514107,0.011006289,0,-0.004254805,-0.013412085,0.001648353,0.034285895,387.9,-1.75,-1.46,268.493465,256.1138483,7.187047899,68.44703339,48.76542742,67.48079632,0.003831641,0.017056235
2080438,0.0629723,0.003960609,-0.016393223,0.003781719,-0.032787485,-0.020217729,0,0.004272986,-0.022659948,-0.04276313,-0.074586015,-311.87,0,-38.49,269.1039,256.8219517,6.827298719,58.775871,38.77986365,52.77272978,0.002677174,0.007466941
1629614,0.068720546,0.021695989,-0.00666703,0,0.003389895,-0.011111111,0,-0.004254805,0,0.053264029,0.089552731,-108.86,-0.57,13.61,269.93409,257.4323867,6.50659268,59.1641921,32.75233467,40.09920858,0.004767552,0.003379277
2982202,0.031042183,0.009652829,-0.010066524,-0.003767471,-0.047296792,-0.025682183,0,-0.017093714,-0.017000983,0.013051082,-0.098630635,162.44,8.32,11.19,270.56894,257.8067867,6.453878915,61.87199545,33.98686512,35.17302115,0.003348499,0.007388866
1959826,-0.047311716,0.005735853,-0.005650793,0.01134321,0.017730088,0.02306425,0,0.013042793,-0.031446805,-0.032205719,-0.04407345,386.34,-2.26,26.51,271.03287,258.1730467,5.949463528,56.14451525,26.79741318,31.17887099,-0.001822429,0.003664017
1823901,-0.03837488,-0.03422041,0.001136813,-0.001869651,-0.034843138,-0.011272142,0.003623608,-0.004291327,-0.009739175,-0.013311657,-0.007949441,-382.26,-10.53,-13.57,271.30146,258.474195,5.096899181,51.0548293,18.14434197,26.30954009,0.006635212,0.002995906
1841031,-0.028168993,-0.027558908,-0.009080702,-0.005617534,0.003610176,-0.027687296,-0.003610525,-0.008620536,-0.011476087,-0.055648814,-0.056088763,-166.43,-86.34,-25.79,271.521215,258.9544033,3.942331683,46.10381852,15.00424213,19.98199909,-0.007924238,-0.001072579
936912,0.043477975,0.012145563,0.01374646,0.003765533,0.017985946,0.011725293,0,0.004347297,0.026533875,0.032142264,0.030560437,66.19,-43.21,-6.84,272.00956,259.4671683,3.148655931,48.07571276,21.73902721,18.29587044,-0.008225853,0.004748179
753502,0.009259416,0.008000016,-0.011300432,0.001876669,-0.017668167,0.003311258,0,-0.008657857,-0.017769999,0.005189629,-0.029654192,-21.92,14.52,-29.59,272.44907,259.963655,2.529900788,48.58214322,31.72028489,22.82118474,-0.000503636,0.001819782
1312907,0.011468082,0.023809573,-0.010285116,0.007490687,0.010791568,-0.014851485,0,0.004367187,0.014801816,-0.013768149,-0.001697518,147.4,36.3,-81.95,272.790915,260.4194467,2.094203729,49.64016049,40.41594029,31.29175079,-0.017508788,-0.005051598
1989936,-0.011338057,0.013566018,-0.008082797,-0.001859227,-0.014235137,0.005025126,0,0.004347297,-0.006483371,-0.005236695,0.057822286,-211.19,-33.52,5.18,272.913,260.7450117,1.534200577,47.03453815,46.30366575,39.47996364,0.005013604,0.009829338
1255268,-0.022935685,0.0114721,-0.02444717,-0.014897686,-0.021660308,-0.015,-0.007246454,-0.008657857,-0.013049681,-0.045614041,-0.040192895,80.39,28.61,22.07,272.98625,261.1845233,1.077967902,47.03453815,43.7497067,43.48977091,-0.016005301,0.001949343
656993,0.021126622,0.049149244,-0.007160294,-0.005670633,0.025829968,-0.00676819,0.003650058,0,-0.011570937,0.027573678,-0.02847616,-69.09,24.48,-7.62,272.668825,261.3717233,0.669275432,46.46870088,36.17403375,42.07580207,-0.001509509,0.001800069
2101019,-0.052873491,0.050450558,-0.016827436,-0.028516816,-0.046762716,-0.037478705,-0.003636783,-0.00873347,-0.016721695,-0.048299693,0.008621033,-334.64,49.23,-59.18,272.204895,261.6321767,0.107715514,43.11746837,28.60830875,36.17734973,0.012781198,0.003680367
1424532,0.029126194,0.012006974,0.007335369,0.003912913,0.003773656,0.015929204,0,0.004404752,0,0.007519086,-0.015383849,-443.81,39.4,-5.63,271.86305,262.0228533,-0.411394,42.0293529,30.60109675,31.79447975,0.003701614,0.006461296
3134392,0.033018928,0.037288033,0.008494786,0.009747164,0.011278406,0.034843206,0.003650058,0.017544465,0.025509972,0.029849978,0.02777676,39.57,23.58,15.45,271.570045,262.2751667,-0.579683289,46.39936632,30.20579393,29.80506648,0.010308039,0.004181892
3799475,-0.004566286,0.001633906,0,0.013513111,0.04832726,0.026936027,-0.003636783,0.004309821,0.024875401,0.039854771,0.013514729,-672.77,263.08,15.87,270.95961,262.3972533,-0.860746598,44.01714293,33.33303656,31.37997575,0.010262917,0.003732858
1510423,-0.002293616,-0.006525299,0.015643848,0.015238207,0.028368581,0.009836066,0.003650058,0.004292216,0.019416975,0.008710252,0.016665634,-476.48,213.44,53.9,269.616655,262.560035,-1.032191109,44.78039187,27.93142429,30.49008492,-0.001478347,0.000887701
1674763,-0.02988508,-0.041050905,-0.013032283,-0.013132821,-0.020690039,0,0,0,-0.015872342,-0.020724447,0.003279807,-510.43,0,8.09,268.395785,262.551895,-1.15475087,44.78039187,19.2357334,26.83339808,-0.017108352,-0.003498735
1922859,-0.014217754,0.058219125,-0.012005863,-0.007604615,0.014084774,0.003246753,0,0.017093714,0.012903997,-0.008817783,0.021241661,-513.48,164.08,-7.7,266.68657,262.40539,-1.549267482,39.75153906,10.07120677,19.07945482,-0.002548108,-0.008225815
2135400,-0.04086556,-0.040453079,-0.010934967,0.001916215,-0.013889148,-0.030744337,0.003636019,-0.008403215,0,-0.039147402,-0.019200098,-905.98,49.92,-66.05,265.245945,262.31586,-2.580879443,30.88150243,3.611980624,10.9729736,0.015578373,0.000550927
2110193,0,-0.003372515,0,-0.00191255,-0.007041659,0.016694491,-0.007246454,0,0.003183263,0.001852872,0.022838071,-572.66,-12.68,-15.97,264.02508,262.275165,-3.554490189,29.04481755,15.01564066,9.566276019,0.002034943,0.007222639
1379911,0.010025231,-0.003384276,0.011055862,0.017241991,0.007091595,0.009852217,0.003650058,0.008474428,-0.003173162,0.018485004,-0.003189276,-29.99,5.95,-4.14,262.755375,262.2914433,-3.887216668,37.10222105,31.6824018,16.77000769,-0.00198264,-8.54181E-06
1403447,0.007444292,0.011884664,-0.00485971,0.001881798,0,0.03902439,0.003636019,0,0,0.003628047,-0.016000617,-185.57,7.57,35.24,261.75426,262.3809733,-3.908821554,40.72646651,55.43946555,34.045836,-0.000595645,0.003863065
616220,-0.014778569,-0.048657733,-0.006104925,0.003760395,0.01056358,-0.018779343,0,0.008403215,0.006368164,0.001809314,0.003251506,-61.71,17,1.05,260.92407,262.3565567,-3.842250778,41.45301719,69.43275473,52.18487402,-0.0138408,-0.002601629
574191,-0.007500125,0.012345796,0.004913438,-0.001873154,-0.006968772,0.015948963,0,0.004167026,-0.007910241,0.025269892,-0.009724534,-217.1,14.82,10.4,260.215965,262.3077217,-3.86317395,39.87384741,56.91394142,60.59538723,0.004810429,0.003832643
1119768,-0.020150946,-0.024390472,-0.012224783,-0.024390903,-0.035087656,-0.003139717,0,-0.012448343,-0.03189817,0.017606331,-0.026185648,-344.89,65.54,-27.24,259.50786,262.275165,-4.069282145,36.85012997,45.90993129,57.41887581,-0.02554203,-0.001844203
896307,0.005141474,0.046428858,0,0.005770761,0.04,-0.009448819,-0.003622846,0.004202043,0.023063924,0,0.013444887,-4.4,82.36,12.43,258.50675,262.185635,-4.028562558,40.1107156,25.51315271,42.77900847,0.003275446,-0.003195004
1745615,-0.043478447,-0.001706752,-0.018564117,-0.011473333,-0.045454677,-0.031796502,0,-0.012552512,-0.043477541,-0.060553336,-0.043117441,-475.82,28.9,-5.58,257.11496,262.04727,-4.379269862,34.79084084,21.49591213,30.97299871,0.013939921,0.00165494
4169357,0.008021525,0.022222535,0,-0.003867506,0.003663073,0.026272578,-0.003636783,0.01271208,0.008416272,0.016574284,0.008665849,-1950.31,60.64,15.28,256.333605,262.05541,-5.149528064,29.43915704,29.44455441,25.48453975,-0.001712458,0.002293901
3981546,0.02917765,-0.008361478,0.015131952,0.009707302,0.040145988,0.0416,0.003650058,0.012552512,0.020034593,0.016304056,0.020618663,575.84,20.26,63.61,255.478995,261.9902967,-4.915188729,42.94208778,44.44429276,31.79491977,0.003738611,-0.022724856
1519444,0.007732088,0.003372862,-0.006211101,0.003847174,0.007017676,-0.00921659,0,0.024792943,0.003271831,-0.003565202,0.018517203,-183.86,30.86,32.64,254.69764,262.05541,-4.792450062,41.65438461,71.1110182,48.33328846,-0.011033544,0.013200221
2044815,-0.002557587,-0.028571399,0.002500989,0.001916215,0,0.00620155,0,-0.008064375,-0.009786841,0.010733875,-0.016527924,-441.86,40.19,21.5,253.989535,262.0716883,-4.563759083,42.88399919,71.38880973,62.3147069,-0.031450927,-0.018961306
1512687,-0.028205061,0.006920429,-0.017456883,-0.00573765,-0.02438998,0.009244992,0.014545605,-0.020325265,-0.006590177,0.010619882,-0.018487775,-151.17,49.88,-14.51,252.964005,261.925185,-4.449442685,41.47218099,54.16670222,65.55551005,-0.020574328,-0.011815196
3470128,-0.01319283,0.001718128,-0.027918154,-0.01346115,-0.039285701,-0.035114504,-0.007168532,0.008298609,-0.036484718,-0.056042398,-0.056506313,-704.2,139.06,-36.06,251.230375,261.558925,-4.893519095,35.22723608,28.47238516,51.34263237,0.011299089,0.014194423
3220337,-0.053475715,-0.036020568,-0.046998603,-0.015594659,-0.026022785,0.009493671,-0.007220291,-0.020576198,-0.041307035,-0.031540167,-0.065336091,-1366.14,113.75,25.43,249.887415,261.23336,-6.081675609,28.21218612,15.2778548,32.63898073,0.024556636,-0.008448581
1723786,-0.002824905,0.039145803,0.034247543,0.021781835,0.045801605,0,-0.003636783,-0.012605258,0.019747974,0.024904211,0.038834516,-375.53,42.5,202.62,249.154895,261.1194133,-6.475788255,35.43613008,40.97232591,28.24085529,-0.009663171,0.011730929
