2308 vloume (thousand),2360,3665,1536,1503,4721,2371,1537,1723,6509,8183,1533,2308 foreign investment (m),2308 investment credit (m),2308 dealer (m),MA20,MA60,MACD,RSI,slowk,slowd,台股大盤收盤價(元),S&P500收盤價
1423786,153.05,291.98,71.71,57.92,132.53,34.2,131.36,118.28,44.81,63.11,66.48,27.07,35.95,-3.41,225.71,236.29,-1.81,44.19,30.75,25.12,"15,641.26","4,204.31"
1642859,151.62,289.07,70.34,57.92,136.4,34.35,130.41,117.31,44.47,64.38,63.69,-158.67,72.41,-4.54,225.4,235.6,-1.98,43.72,29.14,28.3,"15,367.58","4,173.11"
1001654,149.71,275.01,67.69,58.3,123.82,34,129.46,112.48,40.92,59.59,58.71,-328.68,29.7,0,225.76,235.08,-2.63,37.7,53.1,37.66,"15,728.64","4,262.45"
1086156,153.53,289.56,67.89,58.5,128.18,34.15,129.46,115.38,42.09,62.43,60.8,340.85,99.74,86.26,226.08,234.43,-2.14,50.75,54.42,45.55,"15,347.75","4,357.95"
872592,152.1,285.19,65.83,57.92,122.37,34.05,128.03,112.97,39.7,58.71,59.31,-188.45,57.53,98.98,226.64,233.88,-2.2,45.79,81.26,62.93,"15,176.44","4,411.67"
1759069,154.01,284.71,65.14,58.3,124.31,33.8,128.51,112,39.02,57.73,60.61,86.11,270.04,150.7,227.37,233.45,-1.64,52.09,78.09,71.26,"15,303.32","4,463.09"
1825745,153.53,295.86,65.05,60.83,122.86,34.05,129.93,113.45,39.75,57.44,59.71,170.17,96.08,196.94,227.62,232.97,-0.79,55.78,84.33,81.23,"15,548.01","4,461.18"
1455149,156.4,302.66,65.83,60.83,128.18,34.05,129.93,115.38,41.99,60.86,62.3,-128.66,94.84,28.14,227.5,232.45,-0.31,53.56,76.76,79.73,"15,439.92","4,511.61"
1349297,153.53,304.6,66.2,60.25,125.28,34.1,128.98,114.41,41.16,60.08,60.51,-103.13,158.83,-4.72,227.08,231.87,0.03,53.1,59.24,73.44,"15,240.13","4,456.23"
1526569,147.79,297.32,63.3,59.67,125.28,34.4,128.98,114.9,40.77,60.08,59.51,-331.92,91.91,-12.74,226.36,231.2,0.06,50.28,36.72,57.57,"14,825.73","4,520.16"
1391740,146.36,299.26,61.2,60.05,120.44,33.9,128.98,112.48,38.54,57.83,57.72,6.87,28.13,44.3,225.89,230.6,-0.4,45.1,20.12,38.69,"14,343.08","4,543.04"
1885304,135.83,282.28,59.9,58.69,114.63,32.45,128.03,111.03,35.23,52.84,54.24,-173.66,73.76,17.72,225.16,230,-0.75,45.1,16.06,24.3,"14,217.06","4,575.52"
1555801,133.44,285.19,59.1,59.18,112.22,33.7,128.51,112,36.01,52.54,55.33,-511.15,350.84,73.15,224.81,229.43,-1.22,42.97,28.76,21.65,"14,349.20","4,631.60"
1515670,136.31,288.59,59.1,61.03,113.18,33.7,128.51,115,37.52,54.6,56.13,7.28,360.96,71,223.88,228.86,-1.46,44.66,23.52,22.78,"13,985.51","4,602.45"
1580672,130.1,306.05,58.6,59.76,107.38,33.1,128.03,111,36.35,54.11,51.95,-198.71,55.78,-12.42,223.46,228.49,-2.42,36.81,36.15,29.48,"14,336.27","4,530.41"
1675595,135.36,319.15,59.9,60.64,109.31,33.4,128.51,111.5,36.98,59.39,54.93,300.56,365.09,58.57,223.26,228.13,-2.31,47.29,51.04,36.9,"14,464.53","4,545.86"
1673516,140.14,320.6,62.4,60.15,112.7,33.15,129.46,114,38,60.27,58.62,-64.61,371.96,35.26,223.6,227.83,-1.68,52.53,83.52,56.9,"14,340.53","4,582.64"
824314,142.05,316.24,66.8,59.08,113,32.85,129.46,113.5,37.81,60.66,60.21,-313.5,256.35,-6.66,223.99,227.62,-1.01,54.05,92.67,75.74,"13,950.62","4,525.12"
1236758,143.97,306.05,68.2,59.37,105,32.4,130.41,111.5,36.2,58.51,57.42,-158,299.61,-76.23,224.98,227.58,-0.35,55.2,92.29,89.49,"14,324.68","4,481.15"
2764788,148.27,306.05,68,60.44,112,34.2,131.84,113.5,37.23,59,58.32,-431.1,427.51,95.8,225.84,227.55,0.85,61.16,86.9,90.62,"14,438.52","4,500.21"
2225222,150.18,309,70.1,59.18,114.5,34.4,131.84,114.5,38.2,61.15,59.71,-372.9,100.59,59.88,227.01,227.55,1.78,61.16,86.53,88.57,"14,550.62","4,488.28"
2035591,145.4,320,73.9,60.05,116.5,35,130.88,115.5,38.2,63.4,60.21,167.83,62.72,31.85,228.51,227.51,2.93,64.69,84.28,85.9,"14,719.64","4,412.53"
1587994,150.66,334.5,75.2,61.12,117,35.15,130.88,116,39.61,63.89,60.21,-366.03,128.38,3.68,229.46,227.61,3.79,64.69,83.28,84.69,"14,694.08","4,397.45"
999452,149.71,315,74.6,61.9,117,35.85,131.84,117.5,39.7,63.99,59.71,149.32,23.37,-7.38,230.85,227.91,4.5,65.35,81.28,82.95,"14,733.22","4,446.59"
1496951,153.53,312,76,62,118.5,35.65,132.31,118,39.95,62.92,60.11,149.15,27.64,2.49,231.92,227.97,5.25,67.33,82.29,82.28,"14,937.70","4,392.59"
1487066,155.92,314,74.7,62.9,123.5,35.7,131.84,117,40.82,64.29,60.7,-58,-71.5,293.5,232.65,228.12,5.86,67.99,71.76,78.44,"14,949.36","4,391.69"
1588617,154.01,310,74.1,62.2,123,35.6,132.31,116,40.63,63.11,60.21,25.05,-72.17,339.02,233.63,228.28,6.11,65.16,70.43,74.83,"14,936.33","4,462.21"
1404327,153.5,310,74.8,62.6,121.5,35.55,133.26,116.5,39.7,65.07,59.71,227.7,-16.28,200.9,234.55,228.36,6.43,67.01,62.22,68.14,"14,806.78","4,459.45"
888681,154.5,301.5,73.8,62.3,117.5,35.6,133.26,116,38.88,63.21,58.62,364.29,5.73,-58.27,235.88,228.64,6.49,64.79,80,70.88,"14,921.59","4,393.66"
1411553,152,314.5,75.1,62.3,122,35.45,132.79,116.5,39.61,62.82,59.81,204.72,21.34,140.97,237.9,229.09,6.86,68.53,81.79,74.67,"14,891.90","4,271.78"
3076185,156.5,312.5,74.7,64.2,120,34.8,132.31,115.5,39.22,61.94,58.52,505.4,446.71,-6.55,239.73,229.46,7.72,73.4,83.74,81.84,"15,000.07","4,296.12"
2174182,172,321,81.4,63.4,123,34.8,132.79,116.5,40,62.82,60.31,-334.11,49.79,-14.96,241.7,229.96,7.98,67.75,71.7,79.08,"14,981.69","4,175.20"
1424213,175.5,311.5,80.8,63.3,123,34.2,135.64,117,39.9,63.01,61.3,-264.45,85.31,39.81,243.6,230.53,8.13,68.08,64.2,73.21,"14,747.23","4,183.96"
2774564,173.5,306,82,62.6,120.5,33.6,135.64,118.5,38.83,56.75,60.31,-46.79,52.48,-53.77,246.28,231.24,8.16,68.08,73.02,69.64,"14,777.02","4,287.50"
2210318,173.5,302.5,82.2,61.7,118,33.2,134.69,113,38.1,55.48,58.71,470.98,80.78,-13.46,248.28,231.95,8.52,71.77,73.94,70.39,"14,702.20","4,131.93"
3063483,173.5,306.5,80,61.1,116.5,33.05,134.22,114,37.61,56.36,57.42,-98.92,111.97,-22.97,250.03,232.77,8.47,67.21,78.92,75.29,"15,036.04","4,155.38"
1454261,173,315,80.2,61.9,120,33.35,135.17,113.5,38.1,58.12,58.71,203.18,5.78,-44.63,251.78,233.58,8.46,68.3,79.01,77.29,"15,020.41","4,175.48"
846519,174,311.5,77.6,61,122,33.5,137.55,112.5,37.86,57.24,58.22,147.59,11.11,19.57,253.48,234.37,8.51,69.73,81.79,79.91,"15,050.28","4,300.17"
1755540,177.5,316,78.5,61.2,120,33.7,137.55,113.5,38,61.7,58.81,-316.15,50.62,23.85,255.1,235.24,8.49,70.1,89.2,83.33,"14,939.02","4,152.38"
2807924,180,315.5,77.5,62.3,123,33.1,138.98,114.5,40.63,63.4,58.71,221.14,154.22,7.34,256.75,236.02,8.94,74.7,91.67,87.55,"15,197.85","4,123.34"
2352370,183,311,77.6,62.9,123.5,33.45,139.45,116,40.53,63.3,58.52,-23.44,11.72,-48.78,257.85,236.86,9.23,75,84.72,88.53,"15,288.97","3,991.24"
2091365,185.5,307,76.3,62.6,126,34.6,138.98,115,42.57,64.6,59.21,-716.09,-143.11,46.46,259.3,237.74,8.91,65.87,83.49,86.63,"15,417.35","4,001.05"
1934572,182,310,76.6,62.7,130,34.5,137.55,117,42.72,65.1,60.11,691.58,32.06,-65.76,260.63,238.62,9.12,70.75,76.47,81.56,"15,420.57","3,935.18"
1037940,184,314.5,77.3,62.5,127.5,34.95,138.5,116,42.38,64.5,61.9,137.89,21.53,-35.43,261.8,239.58,9.06,68.49,82.22,80.73,"15,465.45","3,930.08"
1581017,184,311,77.2,61.9,128.5,35.6,139.5,115.5,42.52,63.9,62.5,-72.21,-26.98,42.51,262.93,240.5,8.91,68.49,73.93,77.54,"15,396.76","4,023.89"
882055,182.5,306,79.9,63.2,129,35.4,139.5,115.5,42.62,64.7,62.7,304.11,-22.62,-16.08,264.15,241.39,8.69,68.49,67.62,74.59,"15,408.78","4,008.01"
798121,180,303.5,79.4,62.4,131.5,34.4,140,117,42.86,63.5,62,200.02,-28.34,6.54,265.1,242.11,8.42,68.49,48.57,63.38,"15,245.14","4,088.85"
1469735,179.5,296.5,75.5,62,133.5,33.9,139.5,117.5,42.67,61.3,61.6,95.13,-73.03,45.55,265.95,242.67,7.87,63.07,30.56,48.92,"15,095.89","3,923.68"
1831431,180,302,76.8,61.9,133,34.15,138.5,117,42.28,62.5,62.5,103.21,5.85,-118.1,266.6,243.18,7.07,57.36,20.56,33.23,"15,069.19","3,900.79"
1149677,177.5,299.5,77.3,62.4,131,34.65,140.5,116,41.89,61.6,62.4,237.1,-14.15,-8.01,266.9,243.72,6.45,58.52,29.13,26.75,"15,200.04","3,901.36"
844714,178.5,298,78.3,62.9,133,34.85,141,118,43.3,63.9,63.39,153.03,-85.76,130.52,267.4,244.34,5.96,59.69,36.67,28.79,"15,278.44","3,973.75"
1514202,182,300.5,86.1,63.2,134.5,34.55,143,118,43.35,67.9,62.5,302.84,-70.75,-46.63,267.6,244.82,5.52,59.69,31.67,32.49,"14,926.19","3,941.48"
1659766,178.5,328,88,61.8,131.5,35.15,141,115.5,42.05,67.1,60.51,-20.74,4.46,-81.9,267.88,245.43,4.67,50.56,28.33,32.22,"14,953.63","3,978.73"
1484757,183,340.5,87.2,62.8,135,34.3,141.5,116.5,43.1,67.5,61.6,184.01,-50.16,-8.45,267.83,245.99,4.06,52.69,25.61,28.54,"15,095.44","4,057.84"
1276425,188.5,340,87.8,63.6,137,34.5,141,117,43.65,67,62.6,-275.36,-50.5,11.31,267.7,246.48,3.47,51.11,28.94,27.63,"14,801.86","4,158.24"
1935481,187.5,335.5,88.1,62.1,134.5,34.35,141.5,116,42.6,66.9,63.09,-248.42,-92.8,-110.38,267.33,246.87,2.6,44.63,21.5,25.35,"14,673.04","4,132.15"
1366547,176,330.5,87.6,62,137,34.1,142,115.5,42.05,67.6,61.7,-44.63,-16.58,34.94,266.88,247.42,1.61,40.34,14.74,21.73,"14,661.10","4,101.23"
826213,175,323,84.1,61.9,133.5,33.8,140.5,114.5,40.9,66.8,59.7,56.72,1.53,-1.28,266.5,247.99,0.86,41.21,18.08,18.11,"14,677.20","4,176.82"
1079124,175,315,84.4,62.3,128,33.3,140.5,114.5,40,61.7,58.8,56.14,95.53,-5.67,265.75,248.61,0.42,44.68,27.63,20.15,"14,410.05","4,108.54"
1109400,180,303.5,85.6,61.9,129,32.95,140,114,40.3,62.2,58.3,0,69.39,-61.94,265.53,249.37,0.03,43.98,55.04,33.58,"14,583.42","4,121.43"
2085514,184.5,303,89.5,62.1,131.5,32.95,141,115,40.7,63.4,58.6,320.26,145.26,10.99,265.68,250.18,0.6,59.12,71.7,51.46,"14,807.43","4,160.68"
1399729,193.5,305.5,90.3,63.1,129,32.7,142,115,41.65,64,59.5,174.15,26.46,2.97,265.43,251.08,1.21,61.18,86.25,71,"14,894.41","4,115.77"
1468178,203.5,323,92.1,62.4,128,32.8,142.5,115,42.1,63.8,59.8,-269,30.67,32.28,265.2,251.76,1.58,59.57,80,79.32,"14,658.31","4,017.82"
1672029,200,321.5,95,62,127.5,32.6,142.5,114,42.3,63.4,59.5,-156.51,252.46,-18.22,265.1,252.58,1.78,57.92,79.79,82.01,"14,670.04","3,900.86"
1286700,202.5,320,93.8,63,126,32.85,141.5,114.5,42.45,62.7,59.2,-1.89,112.53,10.82,264.7,253.18,2.11,60.83,60.7,73.5,"14,561.76","3,749.63"
1838806,198.5,318,92.5,61.6,124,32.95,141.5,112.5,41.8,61.3,58.2,-437.75,-14.02,-32.8,264.53,253.77,1.87,51.61,56.91,65.8,"14,425.68","3,735.48"
971495,196,310.5,92.9,61.8,121,32.85,141.5,112.5,40.7,59.6,57.5,155.21,4.3,-3.23,264.6,254.44,2.02,56.89,57.36,58.32,"14,549.30","3,789.99"
1200721,196.5,310,93.7,62.2,123.5,33.1,141,113,41.1,62.1,57.7,81.84,7.32,114.09,264.65,255.05,2.28,59.03,61.55,58.61,"14,424.52","3,666.77"
922441,190.5,304.5,92.7,60.8,126.5,32.85,139.5,111.5,41.45,61.3,58.3,-114.01,1.6,19.76,264.8,255.76,2.13,53.33,65.73,61.55,"14,284.63","3,674.84"
1053837,192,312.5,94,60.5,130,32.85,140,112.5,42.3,62,58.5,-35.91,16.47,79.11,264.73,256.51,2.23,56.7,51.45,59.58,"14,118.38","3,764.79"
875848,186,300,91.5,60.6,127.5,32.85,139.5,112,42.4,60.3,57,-61.83,66.89,-1.33,264.35,257.16,2,51.98,44.44,53.87,"13,778.19","3,759.89"
1539495,180,286,88.2,58.6,120,32.65,137.5,108,38.85,56.5,53.5,-526.73,98.73,-4.95,264.33,257.88,1.32,45.05,28.38,41.42,"13,826.59","3,795.73"
1321911,184,293.5,93.5,58.3,122.5,32.9,138,107.5,39.1,59,54.3,-84.1,26.2,79.39,263.73,258.4,0.9,46.95,14.1,28.97,"13,466.07","3,911.74"
1825158,178,277,90.2,58,112,32.1,137,103,36.9,54,50.9,-243.18,30.24,-38.05,263.2,259.1,-0.25,37.6,14.1,18.86,"13,534.26","3,900.11"
1634411,179,277.5,91.2,57.9,112,31.75,137.5,107,37.1,55.5,51.6,-23.99,19.7,-15.4,262.93,259.63,-1.1,38.26,18.4,15.53,"13,424.58","3,821.55"
1724965,180,280.5,91.5,58.1,114.5,31.8,138,106.5,38.2,55.7,51.5,-353.44,38.2,14.42,262.78,260.04,-1.71,38.96,31.73,21.41,"13,300.48","3,818.83"
699691,176.5,275.5,90.6,57,114.5,31.85,137,105.5,38.45,57.5,52.2,-41.08,15.37,4.79,262.93,260.53,-2.26,38.03,51.14,33.76,"13,576.52","3,785.38"
996637,184,283,92.4,57,118.5,32.95,137.5,106.5,39.35,59.3,53.5,-12.15,39.29,67.21,263.53,261.17,-2.14,46.87,68.98,50.62,"13,801.43","3,825.33"
2298969,186.5,285.5,92.2,56.9,117.5,33.05,140,105.5,39.05,58.3,52.8,583.2,-0.81,1.35,264.6,261.82,-1.14,57.83,87.59,69.24,"13,892.05","3,831.39"
3301955,186.5,289,90.5,56.6,118,33.05,140.5,106,39.2,59.4,53.9,1720.57,193.84,6.41,264.95,262.41,0.37,64.32,90.61,82.39,"13,702.28","3,845.08"
